#include "libanogs.so.h"


          if (*(long **)(lVar7 + 8) != plVar5) {
            puVar8 = (undefined8 *)(lVar7 + 0x10);
          }
        }
        *puVar8 = plVar3;
        puVar8 = (undefined8 *)plVar3[2];
        *plVar3 = lVar7;
        plVar5[1] = (long)puVar8;
        if (puVar8 != (undefined8 *)0x0) {
          *puVar8 = plVar5;
        }
        plVar3[2] = (long)plVar5;
        param_2 = plVar4;
LAB_002e9f0c:
        *plVar5 = (long)plVar3;
      }
      else {
        if ((plVar6 == (long *)0x0) || ((int)plVar6[5] != 0)) {
          plVar4 = plVar2;
          if (plVar2 == (long *)plVar3[1]) {
            param_2[2] = (long)plVar2;
            plVar5 = (long *)plVar2[2];
            *plVar2 = (long)param_2;
            plVar3[1] = (long)plVar5;
            if (plVar5 != (long *)0x0) {
              *plVar5 = (long)plVar3;
            }
            *plVar3 = (long)plVar2;
            plVar2[2] = (long)plVar3;
            plVar4 = plVar3;
            plVar5 = (long *)*plVar2;
            plVar3 = plVar2;
          }
          lVar7 = *plVar5;
          *(undefined4 *)(plVar3 + 5) = 1;
          plVar3 = (long *)plVar5[2];
          *(undefined4 *)(plVar5 + 5) = 0;
          puVar8 = param_1;
          if (lVar7 != 0) {
            puVar8 = (undefined8 *)(lVar7 + 8);
            if (*(long **)(lVar7 + 8) != plVar5) {
              puVar8 = (undefined8 *)(lVar7 + 0x10);
            }
          }
          *puVar8 = plVar3;
          puVar8 = (undefined8 *)plVar3[1];
          *plVar3 = lVar7;
          plVar5[2] = (long)puVar8;
          if (puVar8 != (undefined8 *)0x0) {
            *puVar8 = plVar5;
          }
          plVar3[1] = (long)plVar5;
          param_2 = plVar4;
          goto LAB_002e9f0c;
        }
LAB_002e9e14:
        *(int *)plVar4 = 1;
        *(undefined4 *)(plVar6 + 5) = 1;
        *(undefined4 *)(param_2 + 5) = 0;
      }
      if (param_2 == (long *)*param_3) break;
      plVar3 = (long *)*param_2;
      plVar4 = plVar3 + 5;
      plVar5 = (long *)*param_3;
      plVar2 = param_2;
      iVar1 = (int)*plVar4;
    }
  }
  *(undefined4 *)(param_2 + 5) = 1;
  return;
}



void FUN_002e9f44(long *param_1,undefined8 *param_2)

{
  long lVar1;
  long lVar2;
  long lStack_30;
  long lStack_28;
  
  param_2 = (undefined8 *)*param_2;
  if (param_2 != (undefined8 *)0x0) {
    lVar2 = *param_1;
    lVar1 = lVar2;
    do {
      lStack_28 = lVar1;
      if (lStack_28 == 0) break;
      lVar1 = *(long *)(lStack_28 + 8);
    } while (*(long *)(lStack_28 + 8) != 0);
    do {
      lStack_30 = lVar2;
      if (lStack_30 == 0) break;
      lVar2 = *(long *)(lStack_30 + 0x10);
    } while (*(long *)(lStack_30 + 0x10) != 0);
    FUN_002e9fd8(param_1,param_2,param_1,&lStack_28,&lStack_30);
    param_2[1] = 0;
    param_2[2] = 0;
    *param_2 = 0;
    FUN_00582818(param_2,0x30);
    param_1[1] = param_1[1] + -1;
  }
  return;
}



long * FUN_002e9fd8(long *param_1,long *param_2,long *param_3,long *param_4,long *param_5)

{
  bool bVar1;
  long *plVar2;
  undefined8 *puVar3;
  long lVar4;
  long *plVar5;
  long *plVar6;
  long *plVar7;
  long *plVar8;
  
  plVar8 = (long *)param_2[1];
  plVar6 = (long *)param_2[2];
  plVar2 = plVar6;
  if (plVar8 == (long *)0x0) {
LAB_002ea044:
    plVar6 = (long *)*param_2;
    if (plVar2 != (long *)0x0) goto LAB_002ea050;
    plVar2 = (long *)0x0;
  }
  else {
    if (plVar6 != (long *)0x0) {
      do {
        plVar7 = plVar2;
        plVar2 = (long *)plVar7[1];
      } while ((long *)plVar7[1] != (long *)0x0);
      plVar2 = (long *)plVar7[2];
      if (plVar7 != param_2) {
        *plVar8 = (long)plVar7;
        plVar7[1] = (long)plVar8;
        if (plVar7 != plVar6) {
          plVar5 = (long *)*plVar7;
          plVar8 = plVar5;
          if (plVar2 != (long *)0x0) {
            *plVar2 = (long)plVar5;
            plVar8 = (long *)*plVar7;
          }
          plVar7[2] = (long)plVar6;
          puVar3 = (undefined8 *)param_2[2];
          plVar8[1] = (long)plVar2;
          *puVar3 = plVar7;
          plVar6 = plVar5;
        }
        if ((long *)*param_3 == param_2) {
          *param_3 = (long)plVar7;
          lVar4 = *param_2;
        }
        else {
          lVar4 = *param_2;
          if (*(long **)(lVar4 + 8) == param_2) {
            *(long **)(lVar4 + 8) = plVar7;
          }
          else {
            *(long **)(lVar4 + 0x10) = plVar7;
          }
        }
        *plVar7 = lVar4;
        lVar4 = param_2[5];
        *(int *)(param_2 + 5) = (int)plVar7[5];
        *(int *)(plVar7 + 5) = (int)lVar4;
        goto LAB_002ea140;
      }
      goto LAB_002ea044;
    }
    plVar6 = (long *)*param_2;
    plVar2 = plVar8;
LAB_002ea050:
    *plVar2 = (long)plVar6;
  }
  plVar8 = param_3;
  if ((long *)*param_3 != param_2) {
    plVar8 = (long *)(*param_2 + 8);
    if ((long *)*plVar8 != param_2) {
      plVar8 = (long *)(*param_2 + 0x10);
    }
  }
  *plVar8 = (long)plVar2;
  if ((long *)*param_4 == param_2) {
    plVar8 = plVar2;
    if (param_2[2] == 0) {
      plVar7 = (long *)*param_2;
    }
    else {
      do {
        plVar7 = plVar8;
        if (plVar7 == (long *)0x0) break;
        plVar8 = (long *)plVar7[1];
      } while ((long *)plVar7[1] != (long *)0x0);
    }
    *param_4 = (long)plVar7;
  }
  if ((long *)*param_5 == param_2) {
    plVar8 = plVar2;
    if (param_2[1] == 0) {
      plVar7 = (long *)*param_2;
    }
    else {
      do {
        plVar7 = plVar8;
        if (plVar7 == (long *)0x0) break;
        plVar8 = (long *)plVar7[2];
      } while ((long *)plVar7[2] != (long *)0x0);
    }
    *param_5 = (long)plVar7;
  }
LAB_002ea140:
  if ((int)param_2[5] != 0) {
    if (plVar2 == (long *)*param_3) {
joined_r0x002ea2a0:
      if (plVar2 == (long *)0x0) {
        return param_2;
      }
    }
    else {
      do {
        if ((plVar2 != (long *)0x0) && ((int)plVar2[5] != 1)) break;
        plVar8 = (long *)plVar6[1];
        if (plVar2 == plVar8) {
          plVar8 = (long *)plVar6[2];
          if ((int)plVar8[5] == 0) {
            lVar4 = *plVar6;
            *(undefined4 *)(plVar8 + 5) = 1;
            *(undefined4 *)(plVar6 + 5) = 0;
            plVar7 = param_1;
            if (lVar4 != 0) {
              plVar7 = (long *)(lVar4 + 8);
              if (*(long **)(lVar4 + 8) != plVar6) {
                plVar7 = (long *)(lVar4 + 0x10);
              }
            }
            *plVar7 = (long)plVar8;
            plVar7 = (long *)plVar8[1];
            *plVar8 = lVar4;
            plVar6[2] = (long)plVar7;
            if (plVar7 != (long *)0x0) {
              *plVar7 = (long)plVar6;
            }
            plVar8[1] = (long)plVar6;
            *plVar6 = (long)plVar8;
            plVar8 = plVar7;
          }
          plVar7 = (long *)plVar8[1];
          if ((plVar7 == (long *)0x0) || ((int)plVar7[5] == 1)) {
            lVar4 = plVar8[2];
            if ((lVar4 == 0) || (*(int *)(lVar4 + 0x28) == 1)) goto LAB_002ea284;
LAB_002ea3c4:
            if (*(int *)(lVar4 + 0x28) == 1) {
              if (plVar7 != (long *)0x0) goto LAB_002ea3d4;
              goto LAB_002ea3dc;
            }
            *(int *)(plVar8 + 5) = (int)plVar6[5];
            *(undefined4 *)(plVar6 + 5) = 1;
LAB_002ea450:
            *(undefined4 *)(lVar4 + 0x28) = 1;
          }
          else {
            lVar4 = plVar8[2];
            if (lVar4 != 0) goto LAB_002ea3c4;
LAB_002ea3d4:
            *(undefined4 *)(plVar7 + 5) = 1;
LAB_002ea3dc:
            lVar4 = *plVar8;
            *(undefined4 *)(plVar8 + 5) = 0;
            plVar5 = param_1;
            if (lVar4 != 0) {
              plVar5 = (long *)(lVar4 + 8);
              if (*(long **)(lVar4 + 8) != plVar8) {
                plVar5 = (long *)(lVar4 + 0x10);
              }
            }
            *plVar5 = (long)plVar7;
            puVar3 = (undefined8 *)plVar7[2];
            *plVar7 = lVar4;
            plVar8[1] = (long)puVar3;
            if (puVar3 != (undefined8 *)0x0) {
              *puVar3 = plVar8;
            }
            plVar7[2] = (long)plVar8;
            *plVar8 = (long)plVar7;
            plVar8 = (long *)plVar6[2];
            lVar4 = plVar8[2];
            *(int *)(plVar8 + 5) = (int)plVar6[5];
            *(undefined4 *)(plVar6 + 5) = 1;
            if (lVar4 != 0) goto LAB_002ea450;
          }
          lVar4 = *plVar6;
          if (lVar4 != 0) {
            param_1 = (long *)(lVar4 + 8);
            if (*(long **)(lVar4 + 8) != plVar6) {
              param_1 = (long *)(lVar4 + 0x10);
            }
          }
          *param_1 = (long)plVar8;
          plVar7 = plVar8 + 1;
          puVar3 = (undefined8 *)*plVar7;
          *plVar8 = lVar4;
          plVar6[2] = (long)puVar3;
joined_r0x002ea488:
          if (puVar3 != (undefined8 *)0x0) {
            *puVar3 = plVar6;
          }
          *plVar7 = (long)plVar6;
          *plVar6 = (long)plVar8;
          goto joined_r0x002ea2a0;
        }
        if ((int)plVar8[5] == 0) {
          lVar4 = *plVar6;
          *(undefined4 *)(plVar8 + 5) = 1;
          *(undefined4 *)(plVar6 + 5) = 0;
          plVar7 = param_1;
          if (lVar4 != 0) {
            plVar7 = (long *)(lVar4 + 8);
            if (*(long **)(lVar4 + 8) != plVar6) {
              plVar7 = (long *)(lVar4 + 0x10);
            }
          }
          *plVar7 = (long)plVar8;
          plVar7 = (long *)plVar8[2];
          *plVar8 = lVar4;
          plVar6[1] = (long)plVar7;
          if (plVar7 != (long *)0x0) {
            *plVar7 = (long)plVar6;
          }
          plVar8[2] = (long)plVar6;
          *plVar6 = (long)plVar8;
          plVar8 = plVar7;
        }
        plVar7 = (long *)plVar8[2];
        if ((plVar7 != (long *)0x0) && ((int)plVar7[5] != 1)) {
          lVar4 = plVar8[1];
          if (lVar4 != 0) goto LAB_002ea2c4;
LAB_002ea2d4:
          *(undefined4 *)(plVar7 + 5) = 1;
LAB_002ea2dc:
          lVar4 = *plVar8;
          *(undefined4 *)(plVar8 + 5) = 0;
          plVar5 = param_1;
          if (lVar4 != 0) {
            plVar5 = (long *)(lVar4 + 8);
            if (*(long **)(lVar4 + 8) != plVar8) {
              plVar5 = (long *)(lVar4 + 0x10);
            }
          }
          *plVar5 = (long)plVar7;
          puVar3 = (undefined8 *)plVar7[1];
          *plVar7 = lVar4;
          plVar8[2] = (long)puVar3;
          if (puVar3 != (undefined8 *)0x0) {
            *puVar3 = plVar8;
          }
          plVar7[1] = (long)plVar8;
          *plVar8 = (long)plVar7;
          plVar8 = (long *)plVar6[1];
          lVar4 = plVar8[1];
          *(int *)(plVar8 + 5) = (int)plVar6[5];
          *(undefined4 *)(plVar6 + 5) = 1;
          if (lVar4 != 0) {
LAB_002ea350:
            *(undefined4 *)(lVar4 + 0x28) = 1;
          }
          lVar4 = *plVar6;
          if (lVar4 != 0) {
            param_1 = (long *)(lVar4 + 8);
            if (*(long **)(lVar4 + 8) != plVar6) {
              param_1 = (long *)(lVar4 + 0x10);
            }
          }
          *param_1 = (long)plVar8;
          plVar7 = plVar8 + 2;
          puVar3 = (undefined8 *)*plVar7;
          *plVar8 = lVar4;
          plVar6[1] = (long)puVar3;
          goto joined_r0x002ea488;
        }
        lVar4 = plVar8[1];
        if ((lVar4 != 0) && (*(int *)(lVar4 + 0x28) != 1)) {
LAB_002ea2c4:
          if (*(int *)(lVar4 + 0x28) == 1) {
            if (plVar7 != (long *)0x0) goto LAB_002ea2d4;
            goto LAB_002ea2dc;
          }
          *(int *)(plVar8 + 5) = (int)plVar6[5];
          *(undefined4 *)(plVar6 + 5) = 1;
          goto LAB_002ea350;
        }
LAB_002ea284:
        plVar2 = (long *)*param_3;
        plVar7 = (long *)*plVar6;
        *(undefined4 *)(plVar8 + 5) = 0;
        bVar1 = plVar6 != plVar2;
        plVar2 = plVar6;
        plVar6 = plVar7;
      } while (bVar1);
    }
    *(undefined4 *)(plVar2 + 5) = 1;
  }
  return param_2;
}



void FUN_002ea490(long *param_1,undefined8 *param_2)

{
  long lVar1;
  long lVar2;
  long lStack_30;
  long lStack_28;
  
  param_2 = (undefined8 *)*param_2;
  if (param_2 != (undefined8 *)0x0) {
    lVar2 = *param_1;
    lVar1 = lVar2;
    do {
      lStack_28 = lVar1;
      if (lStack_28 == 0) break;
      lVar1 = *(long *)(lStack_28 + 8);
    } while (*(long *)(lStack_28 + 8) != 0);
    do {
      lStack_30 = lVar2;
      if (lStack_30 == 0) break;
      lVar2 = *(long *)(lStack_30 + 0x10);
    } while (*(long *)(lStack_30 + 0x10) != 0);
    FUN_002ea524(param_1,param_2,param_1,&lStack_28,&lStack_30);
    param_2[1] = 0;
    param_2[2] = 0;
    *param_2 = 0;
    FUN_00582818(param_2,0x30);
    param_1[1] = param_1[1] + -1;
  }
  return;
}



long * FUN_002ea524(long *param_1,long *param_2,long *param_3,long *param_4,long *param_5)

{
  bool bVar1;
  long *plVar2;
  undefined8 *puVar3;
  long lVar4;
  long *plVar5;
  long *plVar6;
  long *plVar7;
  long *plVar8;
  
  plVar8 = (long *)param_2[1];
  plVar6 = (long *)param_2[2];
  plVar2 = plVar6;
  if (plVar8 == (long *)0x0) {
LAB_002ea590:
    plVar6 = (long *)*param_2;
    if (plVar2 != (long *)0x0) goto LAB_002ea59c;
    plVar2 = (long *)0x0;
  }
  else {
    if (plVar6 != (long *)0x0) {
      do {
        plVar7 = plVar2;
        plVar2 = (long *)plVar7[1];
      } while ((long *)plVar7[1] != (long *)0x0);
      plVar2 = (long *)plVar7[2];
      if (plVar7 != param_2) {
        *plVar8 = (long)plVar7;
        plVar7[1] = (long)plVar8;
        if (plVar7 != plVar6) {
          plVar5 = (long *)*plVar7;
          plVar8 = plVar5;
          if (plVar2 != (long *)0x0) {
            *plVar2 = (long)plVar5;
            plVar8 = (long *)*plVar7;
          }
          plVar7[2] = (long)plVar6;
          puVar3 = (undefined8 *)param_2[2];
          plVar8[1] = (long)plVar2;
          *puVar3 = plVar7;
          plVar6 = plVar5;
        }
        if ((long *)*param_3 == param_2) {
          *param_3 = (long)plVar7;
          lVar4 = *param_2;
        }
        else {
          lVar4 = *param_2;
          if (*(long **)(lVar4 + 8) == param_2) {
            *(long **)(lVar4 + 8) = plVar7;
          }
          else {
            *(long **)(lVar4 + 0x10) = plVar7;
          }
        }
        *plVar7 = lVar4;
        lVar4 = param_2[5];
        *(int *)(param_2 + 5) = (int)plVar7[5];
        *(int *)(plVar7 + 5) = (int)lVar4;
        goto LAB_002ea68c;
      }
      goto LAB_002ea590;
    }
    plVar6 = (long *)*param_2;
    plVar2 = plVar8;
LAB_002ea59c:
    *plVar2 = (long)plVar6;
  }
  plVar8 = param_3;
  if ((long *)*param_3 != param_2) {
    plVar8 = (long *)(*param_2 + 8);
    if ((long *)*plVar8 != param_2) {
      plVar8 = (long *)(*param_2 + 0x10);
    }
  }
  *plVar8 = (long)plVar2;
  if ((long *)*param_4 == param_2) {
    plVar8 = plVar2;
    if (param_2[2] == 0) {
      plVar7 = (long *)*param_2;
    }
    else {
      do {
        plVar7 = plVar8;
        if (plVar7 == (long *)0x0) break;
        plVar8 = (long *)plVar7[1];
      } while ((long *)plVar7[1] != (long *)0x0);
    }
    *param_4 = (long)plVar7;
  }
  if ((long *)*param_5 == param_2) {
    plVar8 = plVar2;
    if (param_2[1] == 0) {
      plVar7 = (long *)*param_2;
    }
    else {
      do {
        plVar7 = plVar8;
        if (plVar7 == (long *)0x0) break;
        plVar8 = (long *)plVar7[2];
      } while ((long *)plVar7[2] != (long *)0x0);
    }
    *param_5 = (long)plVar7;
  }
LAB_002ea68c:
  if ((int)param_2[5] != 0) {
    if (plVar2 == (long *)*param_3) {
joined_r0x002ea7ec:
      if (plVar2 == (long *)0x0) {
        return param_2;
      }
    }
    else {
      do {
        if ((plVar2 != (long *)0x0) && ((int)plVar2[5] != 1)) break;
        plVar8 = (long *)plVar6[1];
        if (plVar2 == plVar8) {
          plVar8 = (long *)plVar6[2];
          if ((int)plVar8[5] == 0) {
            lVar4 = *plVar6;
            *(undefined4 *)(plVar8 + 5) = 1;
            *(undefined4 *)(plVar6 + 5) = 0;
            plVar7 = param_1;
            if (lVar4 != 0) {
              plVar7 = (long *)(lVar4 + 8);
              if (*(long **)(lVar4 + 8) != plVar6) {
                plVar7 = (long *)(lVar4 + 0x10);
              }
            }
            *plVar7 = (long)plVar8;
            plVar7 = (long *)plVar8[1];
            *plVar8 = lVar4;
            plVar6[2] = (long)plVar7;
            if (plVar7 != (long *)0x0) {
              *plVar7 = (long)plVar6;
            }
            plVar8[1] = (long)plVar6;
            *plVar6 = (long)plVar8;
            plVar8 = plVar7;
          }
          plVar7 = (long *)plVar8[1];
          if ((plVar7 == (long *)0x0) || ((int)plVar7[5] == 1)) {
            lVar4 = plVar8[2];
            if ((lVar4 == 0) || (*(int *)(lVar4 + 0x28) == 1)) goto LAB_002ea7d0;
LAB_002ea910:
            if (*(int *)(lVar4 + 0x28) == 1) {
              if (plVar7 != (long *)0x0) goto LAB_002ea920;
              goto LAB_002ea928;
            }
            *(int *)(plVar8 + 5) = (int)plVar6[5];
            *(undefined4 *)(plVar6 + 5) = 1;
LAB_002ea99c:
            *(undefined4 *)(lVar4 + 0x28) = 1;
          }
          else {
            lVar4 = plVar8[2];
            if (lVar4 != 0) goto LAB_002ea910;
LAB_002ea920:
            *(undefined4 *)(plVar7 + 5) = 1;
LAB_002ea928:
            lVar4 = *plVar8;
            *(undefined4 *)(plVar8 + 5) = 0;
            plVar5 = param_1;
            if (lVar4 != 0) {
              plVar5 = (long *)(lVar4 + 8);
              if (*(long **)(lVar4 + 8) != plVar8) {
                plVar5 = (long *)(lVar4 + 0x10);
              }
            }
            *plVar5 = (long)plVar7;
            puVar3 = (undefined8 *)plVar7[2];
            *plVar7 = lVar4;
            plVar8[1] = (long)puVar3;
            if (puVar3 != (undefined8 *)0x0) {
              *puVar3 = plVar8;
            }
            plVar7[2] = (long)plVar8;
            *plVar8 = (long)plVar7;
            plVar8 = (long *)plVar6[2];
            lVar4 = plVar8[2];
            *(int *)(plVar8 + 5) = (int)plVar6[5];
            *(undefined4 *)(plVar6 + 5) = 1;
            if (lVar4 != 0) goto LAB_002ea99c;
          }
          lVar4 = *plVar6;
          if (lVar4 != 0) {
            param_1 = (long *)(lVar4 + 8);
            if (*(long **)(lVar4 + 8) != plVar6) {
              param_1 = (long *)(lVar4 + 0x10);
            }
          }
          *param_1 = (long)plVar8;
          plVar7 = plVar8 + 1;
          puVar3 = (undefined8 *)*plVar7;
          *plVar8 = lVar4;
          plVar6[2] = (long)puVar3;
joined_r0x002ea9d4:
          if (puVar3 != (undefined8 *)0x0) {
            *puVar3 = plVar6;
          }
          *plVar7 = (long)plVar6;
          *plVar6 = (long)plVar8;
          goto joined_r0x002ea7ec;
        }
        if ((int)plVar8[5] == 0) {
          lVar4 = *plVar6;
          *(undefined4 *)(plVar8 + 5) = 1;
          *(undefined4 *)(plVar6 + 5) = 0;
          plVar7 = param_1;
          if (lVar4 != 0) {
            plVar7 = (long *)(lVar4 + 8);
            if (*(long **)(lVar4 + 8) != plVar6) {
              plVar7 = (long *)(lVar4 + 0x10);
            }
          }
          *plVar7 = (long)plVar8;
          plVar7 = (long *)plVar8[2];
          *plVar8 = lVar4;
          plVar6[1] = (long)plVar7;
          if (plVar7 != (long *)0x0) {
            *plVar7 = (long)plVar6;
          }
          plVar8[2] = (long)plVar6;
          *plVar6 = (long)plVar8;
          plVar8 = plVar7;
        }
        plVar7 = (long *)plVar8[2];
        if ((plVar7 != (long *)0x0) && ((int)plVar7[5] != 1)) {
          lVar4 = plVar8[1];
          if (lVar4 != 0) goto LAB_002ea810;
LAB_002ea820:
          *(undefined4 *)(plVar7 + 5) = 1;
LAB_002ea828:
          lVar4 = *plVar8;
          *(undefined4 *)(plVar8 + 5) = 0;
          plVar5 = param_1;
          if (lVar4 != 0) {
            plVar5 = (long *)(lVar4 + 8);
            if (*(long **)(lVar4 + 8) != plVar8) {
              plVar5 = (long *)(lVar4 + 0x10);
            }
          }
          *plVar5 = (long)plVar7;
          puVar3 = (undefined8 *)plVar7[1];
          *plVar7 = lVar4;
          plVar8[2] = (long)puVar3;
          if (puVar3 != (undefined8 *)0x0) {
            *puVar3 = plVar8;
          }
          plVar7[1] = (long)plVar8;
          *plVar8 = (long)plVar7;
          plVar8 = (long *)plVar6[1];
          lVar4 = plVar8[1];
          *(int *)(plVar8 + 5) = (int)plVar6[5];
          *(undefined4 *)(plVar6 + 5) = 1;
          if (lVar4 != 0) {
LAB_002ea89c:
            *(undefined4 *)(lVar4 + 0x28) = 1;
          }
          lVar4 = *plVar6;
          if (lVar4 != 0) {
            param_1 = (long *)(lVar4 + 8);
            if (*(long **)(lVar4 + 8) != plVar6) {
              param_1 = (long *)(lVar4 + 0x10);
            }
          }
          *param_1 = (long)plVar8;
          plVar7 = plVar8 + 2;
          puVar3 = (undefined8 *)*plVar7;
          *plVar8 = lVar4;
          plVar6[1] = (long)puVar3;
          goto joined_r0x002ea9d4;
        }
        lVar4 = plVar8[1];
        if ((lVar4 != 0) && (*(int *)(lVar4 + 0x28) != 1)) {
LAB_002ea810:
          if (*(int *)(lVar4 + 0x28) == 1) {
            if (plVar7 != (long *)0x0) goto LAB_002ea820;
            goto LAB_002ea828;
          }
          *(int *)(plVar8 + 5) = (int)plVar6[5];
          *(undefined4 *)(plVar6 + 5) = 1;
          goto LAB_002ea89c;
        }
LAB_002ea7d0:
        plVar2 = (long *)*param_3;
        plVar7 = (long *)*plVar6;
        *(undefined4 *)(plVar8 + 5) = 0;
        bVar1 = plVar6 != plVar2;
        plVar2 = plVar6;
        plVar6 = plVar7;
      } while (bVar1);
    }
    *(undefined4 *)(plVar2 + 5) = 1;
  }
  return param_2;
}



void FUN_002ea9dc(long *param_1,undefined8 *param_2)

{
  undefined4 uVar1;
  int iVar2;
  undefined8 *puVar3;
  long lVar4;
  
  puVar3 = (undefined8 *)FUN_005826e0(0x30);
  if (puVar3 != (undefined8 *)0x0) {
    *puVar3 = 0;
    puVar3[1] = 0;
    puVar3[2] = 0;
    if (puVar3 + 3 != param_2) {
      uVar1 = *(undefined4 *)(param_2 + 1);
      puVar3[3] = *param_2;
      *(undefined4 *)(puVar3 + 4) = uVar1;
    }
    lVar4 = *param_1;
    *(undefined4 *)(puVar3 + 5) = 0;
    if (lVar4 == 0) {
      *param_1 = (long)puVar3;
      param_1[1] = 1;
      *(undefined4 *)(puVar3 + 5) = 1;
    }
    else {
      iVar2 = FUN_002eaaa0(param_1,puVar3);
      if (iVar2 != 0) {
        *puVar3 = 0;
        puVar3[1] = 0;
        puVar3[2] = 0;
        FUN_00582818(puVar3,0x30);
        return;
      }
      FUN_002eab04(param_1,puVar3,param_1);
      param_1[1] = param_1[1] + 1;
    }
  }
  return;
}



undefined8 FUN_002eaaa0(long *param_1,long *param_2)

{
  long lVar1;
  undefined8 *puVar2;
  ulong uVar3;
  long lVar4;
  
  uVar3 = *(ulong *)(*param_1 + 0x18);
  lVar1 = *param_1;
  do {
    if (param_2[3] == uVar3) {
      return 0xffffffff;
    }
    if ((ulong)param_2[3] < uVar3) {
      lVar4 = *(long *)(lVar1 + 8);
      if (lVar4 == 0) {
        puVar2 = (undefined8 *)(lVar1 + 8);
LAB_002eaaf4:
        *puVar2 = param_2;
        *param_2 = lVar1;
        return 0;
      }
    }
    else {
      lVar4 = *(long *)(lVar1 + 0x10);
      if (lVar4 == 0) {
        puVar2 = (undefined8 *)(lVar1 + 0x10);
        goto LAB_002eaaf4;
      }
    }
    uVar3 = *(ulong *)(lVar4 + 0x18);
    lVar1 = lVar4;
  } while( true );
}



void FUN_002eab04(undefined8 *param_1,long *param_2,undefined8 *param_3)

{
  int iVar1;
  long *plVar2;
  long *plVar3;
  long *plVar4;
  long *plVar5;
  long *plVar6;
  long lVar7;
  undefined8 *puVar8;
  
  plVar5 = (long *)*param_3;
  *(undefined4 *)(param_2 + 5) = 0;
  if (plVar5 != param_2) {
    plVar3 = (long *)*param_2;
    plVar4 = plVar3 + 5;
    iVar1 = (int)*plVar4;
    plVar2 = param_2;
    while (param_2 = plVar5, iVar1 == 0) {
      param_2 = (long *)*plVar3;
      plVar6 = (long *)param_2[1];
      plVar5 = param_2;
      if (plVar3 == plVar6) {
        plVar6 = (long *)param_2[2];
        if ((plVar6 != (long *)0x0) && ((int)plVar6[5] == 0)) goto LAB_002eab88;
        plVar4 = plVar2;
        plVar6 = plVar3;
        if (plVar2 == (long *)plVar3[2]) {
          param_2[1] = (long)plVar2;
          plVar5 = (long *)plVar2[1];
          *plVar2 = (long)param_2;
          plVar3[2] = (long)plVar5;
          if (plVar5 != (long *)0x0) {
            *plVar5 = (long)plVar3;
          }
          *plVar3 = (long)plVar2;
          plVar2[1] = (long)plVar3;
          plVar4 = plVar3;
          plVar5 = (long *)*plVar2;
          plVar3 = (long *)((long *)*plVar2)[1];
          plVar6 = plVar2;
        }
        lVar7 = *plVar5;
        *(undefined4 *)(plVar6 + 5) = 1;
        *(undefined4 *)(plVar5 + 5) = 0;
        puVar8 = param_1;
        if (lVar7 != 0) {
          puVar8 = (undefined8 *)(lVar7 + 8);
          if (*(long **)(lVar7 + 8) != plVar5) {
            puVar8 = (undefined8 *)(lVar7 + 0x10);
          }
        }
        *puVar8 = plVar3;
        puVar8 = (undefined8 *)plVar3[2];
        *plVar3 = lVar7;
        plVar5[1] = (long)puVar8;
        if (puVar8 != (undefined8 *)0x0) {
          *puVar8 = plVar5;
        }
        plVar3[2] = (long)plVar5;
        param_2 = plVar4;
LAB_002eac80:
        *plVar5 = (long)plVar3;
      }
      else {
        if ((plVar6 == (long *)0x0) || ((int)plVar6[5] != 0)) {
          plVar4 = plVar2;
          if (plVar2 == (long *)plVar3[1]) {
            param_2[2] = (long)plVar2;
            plVar5 = (long *)plVar2[2];
            *plVar2 = (long)param_2;
            plVar3[1] = (long)plVar5;
            if (plVar5 != (long *)0x0) {
              *plVar5 = (long)plVar3;
            }
            *plVar3 = (long)plVar2;
            plVar2[2] = (long)plVar3;
            plVar4 = plVar3;
            plVar5 = (long *)*plVar2;
            plVar3 = plVar2;
          }
          lVar7 = *plVar5;
          *(undefined4 *)(plVar3 + 5) = 1;
          plVar3 = (long *)plVar5[2];
          *(undefined4 *)(plVar5 + 5) = 0;
          puVar8 = param_1;
          if (lVar7 != 0) {
            puVar8 = (undefined8 *)(lVar7 + 8);
            if (*(long **)(lVar7 + 8) != plVar5) {
              puVar8 = (undefined8 *)(lVar7 + 0x10);
            }
          }
          *puVar8 = plVar3;
          puVar8 = (undefined8 *)plVar3[1];
          *plVar3 = lVar7;
          plVar5[2] = (long)puVar8;
          if (puVar8 != (undefined8 *)0x0) {
            *puVar8 = plVar5;
          }
          plVar3[1] = (long)plVar5;
          param_2 = plVar4;
          goto LAB_002eac80;
        }
LAB_002eab88:
        *(int *)plVar4 = 1;
        *(undefined4 *)(plVar6 + 5) = 1;
        *(undefined4 *)(param_2 + 5) = 0;
      }
      if (param_2 == (long *)*param_3) break;
      plVar3 = (long *)*param_2;
      plVar4 = plVar3 + 5;
      plVar5 = (long *)*param_3;
      plVar2 = param_2;
      iVar1 = (int)*plVar4;
    }
  }
  *(undefined4 *)(param_2 + 5) = 1;
  return;
}



void FUN_002eacb8(undefined8 param_1,int param_2)

{
  int iVar1;
  
  iVar1 = 1;
  if (param_2 == 0) {
    iVar1 = 3;
  }
                    // WARNING: Could not recover jumptable at 0x002ead34. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062ff30)[iVar1])();
  return;
}



undefined4
